id,latitude,longitude,1,2,3,4,5,6,7,8,9,10,11,12,
158,-1.229307968,36.92390806,0,0,1,0,0,0,0,0,0,0,0,0,
159,-1.229630547,36.91777766,0,0,1,0,0,0,0,0,0,0,0,0,
160,-1.213557338,36.89131668,0,0,1,0,0,0,0,0,0,0,0,0,
161,-1.223038891,36.89410029,0,0,1,0,0,0,0,0,0,0,0,0,
162,-1.227551873,36.91644378,0,0,1,0,0,0,0,0,0,0,0,0,
163,-1.245858004,36.90863496,0,0,1,0,0,0,0,0,0,0,0,0,
164,-1.245966536,36.90125308,0,0,1,0,0,0,0,0,0,0,0,0,
165,-1.250524852,36.90060174,0,0,1,0,0,0,0,0,0,0,0,0,
166,-1.247160381,36.90624671,0,0,1,0,0,0,0,0,0,0,0,0,
167,-1.249439539,36.88811767,0,0,1,0,0,0,0,0,0,0,0,0,
168,-1.250633383,36.88041012,0,0,1,0,0,0,0,0,0,0,0,0,
169,-1.256131904,36.88728328,0,0,1,0,0,0,0,0,0,0,0,0,
170,-1.258763848,36.86662154,0,0,1,0,0,0,0,0,0,0,0,0,
171,-1.260917253,36.86590357,0,0,1,0,0,0,0,0,0,0,0,0,
172,-1.286378793,36.84304977,0,0,1,0,0,0,0,0,0,0,0,0,
173,-1.284049864,36.83761424,0,0,1,0,0,0,0,0,0,0,0,0,
174,-1.305980534,36.8645978,0,0,1,0,0,0,0,0,0,0,0,0,
175,-1.230964284,36.75323634,0,0,1,0,0,0,0,0,0,0,0,0,
176,-1.288901798,36.84130264,0,0,1,0,0,0,0,0,0,0,0,0,
177,-1.303651623,36.85217371,0,0,1,0,0,0,0,0,0,0,0,0,
178,-1.280566273,36.75087562,0,0,1,0,0,0,0,0,0,0,0,0,
179,-1.310007382,36.69217465,0,0,1,0,0,0,0,0,0,0,0,0,
180,-1.281402927,36.75528017,0,0,1,0,0,0,0,0,0,0,0,0,
181,-1.303302928,36.70029268,0,0,1,0,0,0,0,0,0,0,0,0,
182,-1.280874514,36.75118394,0,0,1,0,0,0,0,0,0,0,0,0,
183,-1.271518469,36.73553704,0,0,1,0,0,0,0,0,0,0,0,0,
184,-1.298715809,36.75705381,0,0,1,0,0,0,0,0,0,0,0,0,
185,-1.230338314,36.79949075,0,0,1,0,0,0,0,0,0,0,0,0,
186,-1.232002405,36.8693987,0,0,1,0,0,0,0,0,0,0,0,0,
187,-1.274974041,36.82617408,0,0,1,0,0,0,0,0,0,0,0,0,
188,-1.255739633,36.81398932,0,0,1,0,0,0,0,0,0,0,0,0,
189,-1.277027364,36.83043373,0,0,1,0,0,0,0,0,0,0,0,0,
190,-1.272953459,36.83207395,0,0,1,0,0,0,0,0,0,0,0,0,
191,-1.276412435,36.83558504,0,0,1,0,0,0,0,0,0,0,0,0,
192,-1.278169497,36.82856092,0,0,1,0,0,0,0,0,0,0,0,0,
193,-1.267334753,36.75462674,0,0,1,0,0,0,0,0,0,0,0,0,
194,-1.221154164,36.92074297,0,0,1,0,0,0,0,0,0,0,0,0,
195,-1.269336141,36.84146747,0,0,1,0,0,0,0,0,0,0,0,0,
196,-1.217698154,36.81577261,0,0,1,0,0,0,0,0,0,0,0,0,
197,-1.30964101,36.78787242,0,0,1,0,0,0,0,0,0,0,0,0,
198,-1.251376491,36.75550554,0,0,1,0,0,0,0,0,0,0,0,0,
199,-1.29362457,36.78786254,0,0,1,0,0,0,0,0,0,0,0,0,
200,-1.330916771,36.6872207,0,0,1,0,0,0,0,0,0,0,0,0,
201,-1.290652333,36.84485191,0,0,1,0,0,0,0,0,0,0,0,0,
202,-1.248163557,36.92081733,0,0,1,0,0,0,0,0,0,0,0,0,
203,-1.309789941,36.74576303,0,0,1,0,0,0,0,0,0,0,0,0,
204,-1.262379481,36.98631985,0,0,1,0,0,0,0,0,0,0,0,0,
205,-1.274998466,36.89560604,0,0,1,0,0,0,0,0,0,0,0,0,
206,-1.267552891,36.81043915,0,0,1,0,0,0,0,0,0,0,0,0,
207,-1.309114933,36.8815448,0,0,1,0,0,0,0,0,0,0,0,0,
208,-1.274488879,36.88944602,0,0,1,0,0,0,0,0,0,0,0,0,
209,-1.303707396,36.73721214,0,0,1,0,0,0,0,0,0,0,0,0,
210,-1.279401447,36.81820704,0,0,1,0,0,0,0,0,0,0,0,0,
211,-1.317992779,36.81632438,0,0,1,0,0,0,0,0,0,0,0,0,
212,-1.279401447,36.81820704,0,0,1,0,0,0,0,0,0,0,0,0,
213,-1.285783179,36.842886,0,0,1,0,0,0,0,0,0,0,0,0,
214,-1.33120655,36.85732956,0,0,1,0,0,0,0,0,0,0,0,0,
215,-1.229881997,36.80352233,0,0,1,0,0,0,0,0,0,0,0,0,
216,-1.288158104,36.8395008,0,0,1,0,0,0,0,0,0,0,0,0,
217,-1.263007163,36.85540799,0,0,1,0,0,0,0,0,0,0,0,0,
218,-1.21875192,36.85917207,0,0,1,0,0,0,0,0,0,0,0,0,
219,-1.276317281,36.82048211,0,0,1,0,0,0,0,0,0,0,0,0,
220,-1.305020702,36.86192,0,0,1,0,0,0,0,0,0,0,0,0,
221,-1.263713358,36.74915798,0,0,1,0,0,0,0,0,0,0,0,0,
222,-1.284510486,36.82071993,0,0,1,0,0,0,0,0,0,0,0,0,
223,-1.30950235,36.85923339,0,0,1,0,0,0,0,0,0,0,0,0,
224,-1.262394656,36.72649036,0,0,1,0,0,0,0,0,0,0,0,0,
225,-1.29573518,36.86026521,0,0,1,0,0,0,0,0,0,0,0,0,
226,-1.267017532,36.84323414,0,0,1,0,0,0,0,0,0,0,0,0,
227,-1.262606979,36.90890292,0,0,1,0,0,0,0,0,0,0,0,0,
228,-1.267106904,36.83948605,0,0,1,0,0,0,0,0,0,0,0,0,
229,-1.295617708,36.87037041,0,0,1,0,0,0,0,0,0,0,0,0,
230,-1.269263459,36.83485021,0,0,1,0,0,0,0,0,0,0,0,0,
231,-1.284397577,36.74335722,0,0,1,0,0,0,0,0,0,0,0,0,
232,-1.309271572,36.78671455,0,0,1,0,0,0,0,0,0,0,0,0,
233,-1.25839209,36.86727443,0,0,1,0,0,0,0,0,0,0,0,0,
234,-1.255433187,36.86984165,0,0,0,1,0,0,0,0,0,0,0,0,
235,-1.286931658,36.74141351,0,0,0,1,0,0,0,0,0,0,0,0,
236,-1.286163515,36.83908935,0,0,0,1,0,0,0,0,0,0,0,0,
237,-1.263264257,36.85135718,0,0,0,1,0,0,0,0,0,0,0,0,
238,-1.260667601,36.84838398,0,0,0,1,0,0,0,0,0,0,0,0,
239,-1.284392805,36.74122927,0,0,0,1,0,0,0,0,0,0,0,0,
240,-1.267526257,36.84041484,0,0,0,1,0,0,0,0,0,0,0,0,
241,-1.316165728,36.77941438,0,0,0,1,0,0,0,0,0,0,0,0,
242,-1.283525241,36.75057848,0,0,0,1,0,0,0,0,0,0,0,0,
243,-1.314285263,36.78984783,0,0,0,1,0,0,0,0,0,0,0,0,
244,-1.267555764,36.85215965,0,0,0,1,0,0,0,0,0,0,0,0,
245,-1.269097308,36.81155406,0,0,0,1,0,0,0,0,0,0,0,0,
246,-1.287954896,36.74203778,0,0,0,1,0,0,0,0,0,0,0,0,
247,-1.276660426,36.78184643,0,0,0,1,0,0,0,0,0,0,0,0,
248,-1.320631195,36.88872548,0,0,0,1,0,0,0,0,0,0,0,0,
249,-1.319223383,36.79587029,0,0,0,1,0,0,0,0,0,0,0,0,
250,-1.231517013,36.84696457,0,0,0,1,0,0,0,0,0,0,0,0,
251,-1.291016267,36.75672204,0,0,0,1,0,0,0,0,0,0,0,0,
252,-1.319730213,36.88918682,0,0,0,1,0,0,0,0,0,0,0,0,
253,-1.30840244,36.89070386,0,0,0,1,0,0,0,0,0,0,0,0,
254,-1.293673475,36.87789672,0,0,0,1,0,0,0,0,0,0,0,0,
255,-1.263256694,36.88697176,0,0,0,1,0,0,0,0,0,0,0,0,
256,-1.28163253,36.87302037,0,0,0,1,0,0,0,0,0,0,0,0,
257,-1.28037529,36.75603825,0,0,0,1,0,0,0,0,0,0,0,0,
258,-1.264775559,36.88790804,0,0,0,1,0,0,0,0,0,0,0,0,
259,-1.287860418,36.74835474,0,0,0,1,0,0,0,0,0,0,0,0,
260,-1.289850624,36.83387305,0,0,0,1,0,0,0,0,0,0,0,0,
261,-1.264297231,36.84705028,0,0,0,1,0,0,0,0,0,0,0,0,
262,-1.321217543,36.84865476,0,0,0,1,0,0,0,0,0,0,0,0,
263,-1.260889352,36.79054443,0,0,0,1,0,0,0,0,0,0,0,0,
264,-1.285926108,36.8385386,0,0,0,1,0,0,0,0,0,0,0,0,
265,-1.318202622,36.89337267,0,0,0,1,0,0,0,0,0,0,0,0,
266,-1.311129152,36.78797092,0,0,0,1,0,0,0,0,0,0,0,0,
267,-1.283860418,36.75235474,0,0,0,1,0,0,0,0,0,0,0,0,
268,-1.285850624,36.83787305,0,0,0,1,0,0,0,0,0,0,0,0,
269,-1.260297231,36.85105028,0,0,0,1,0,0,0,0,0,0,0,0,
270,-1.227964284,36.75623634,0,0,0,1,0,0,0,0,0,0,0,0,
271,-1.285901798,36.84430264,0,0,0,1,0,0,0,0,0,0,0,0,
272,-1.300651623,36.85517371,0,0,0,1,0,0,0,0,0,0,0,0,
273,-1.277566273,36.75387562,0,0,0,1,0,0,0,0,0,0,0,0,
274,-1.307007382,36.69517465,0,0,0,1,0,0,0,0,0,0,0,0,
275,-1.278402927,36.75828017,0,0,0,1,0,0,0,0,0,0,0,0,
276,-1.300302928,36.70329268,0,0,0,1,0,0,0,0,0,0,0,0,
277,-1.279401447,36.81820704,0,0,0,1,0,0,0,0,0,0,0,0,
278,-1.317992779,36.81632438,0,0,0,1,0,0,0,0,0,0,0,0,
279,-1.279401447,36.81820704,0,0,0,1,0,0,0,0,0,0,0,0,
280,-1.285783179,36.842886,0,0,0,1,0,0,0,0,0,0,0,0,
281,-1.33120655,36.85732956,0,0,0,1,0,0,0,0,0,0,0,0,
282,-1.229881997,36.80352233,0,0,0,1,0,0,0,0,0,0,0,0,
283,-1.288158104,36.8395008,0,0,0,1,0,0,0,0,0,0,0,0,
284,-1.308195902,36.82208582,0,0,0,1,0,0,0,0,0,0,0,0,
285,-1.236181559,36.81129664,0,0,0,1,0,0,0,0,0,0,0,0,
286,-1.21875192,36.85917207,0,0,0,1,0,0,0,0,0,0,0,0,
287,-1.276317281,36.82048211,0,0,0,1,0,0,0,0,0,0,0,0,
288,-1.305020702,36.86192,0,0,0,1,0,0,0,0,0,0,0,0,
289,-1.263713358,36.74915798,0,0,0,1,0,0,0,0,0,0,0,0,
290,-1.284510486,36.82071993,0,0,0,1,0,0,0,0,0,0,0,0,
291,-1.30950235,36.85923339,0,0,0,1,0,0,0,0,0,0,0,0,
292,-1.262394656,36.72649036,0,0,0,1,0,0,0,0,0,0,0,0,
293,-1.26623596,36.85382768,0,0,0,1,0,0,0,0,0,0,0,0,
294,-1.226115636,36.87024192,0,0,0,1,0,0,0,0,0,0,0,0,
295,-1.314332313,36.8319136,0,0,0,1,0,0,0,0,0,0,0,0,
296,-1.251107532,36.82344112,0,0,0,1,0,0,0,0,0,0,0,0,
297,-1.255317287,36.75245455,0,0,0,1,0,0,0,0,0,0,0,0,
298,-1.251107532,36.82344112,0,0,0,1,0,0,0,0,0,0,0,0,
299,-1.281888759,36.97218156,0,0,0,1,0,0,0,0,0,0,0,0,
300,-1.28716602,36.97346902,0,0,0,1,0,0,0,0,0,0,0,0,
301,-1.314992779,36.81232438,0,0,0,1,0,0,0,0,0,0,0,0,
302,-1.276401447,36.81420704,0,0,0,1,0,0,0,0,0,0,0,0,
303,-1.282783179,36.838886,0,0,0,1,0,0,0,0,0,0,0,0,
304,-1.32820655,36.85332956,0,0,0,1,0,0,0,0,0,0,0,0,
305,-1.226881997,36.79952233,0,0,0,1,0,0,0,0,0,0,0,0,
306,-1.285158104,36.8355008,0,0,0,1,0,0,0,0,0,0,0,0,
307,-1.305195902,36.81808582,0,0,0,0,1,0,0,0,0,0,0,0,
308,-1.233181559,36.80729664,0,0,0,0,1,0,0,0,0,0,0,0,
309,-1.265492187,36.85356571,0,0,0,0,1,0,0,0,0,0,0,0,
310,-1.289708049,36.73922055,0,0,0,0,1,0,0,0,0,0,0,0,
311,-1.244786725,36.84473187,0,0,0,0,1,0,0,0,0,0,0,0,
312,-1.295527432,36.83294965,0,0,0,0,1,0,0,0,0,0,0,0,
313,-1.307245745,36.87568117,0,0,0,0,1,0,0,0,0,0,0,0,
314,-1.254832462,36.75163896,0,0,0,0,1,0,0,0,0,0,0,0,
315,-1.282223169,36.82724631,0,0,0,0,1,0,0,0,0,0,0,0,
316,-1.298398777,36.76950264,0,0,0,0,1,0,0,0,0,0,0,0,
317,-1.270564254,36.74708131,0,0,0,0,1,0,0,0,0,0,0,0,
318,-1.333417971,36.89947468,0,0,0,0,1,0,0,0,0,0,0,0,
319,-1.251071853,36.88880788,0,0,0,0,1,0,0,0,0,0,0,0,
320,-1.311964679,36.79397494,0,0,0,0,1,0,0,0,0,0,0,0,
321,-1.284011061,36.84448996,0,0,0,0,1,0,0,0,0,0,0,0,
322,-1.311189335,36.88946392,0,0,0,0,1,0,0,0,0,0,0,0,
323,-1.285785907,36.84077413,0,0,0,0,1,0,0,0,0,0,0,0,
324,-1.310463902,36.83429498,0,0,0,0,1,0,0,0,0,0,0,0,
325,-1.255668828,36.87138793,0,0,0,0,1,0,0,0,0,0,0,0,
326,-1.311847915,36.87799065,0,0,0,0,1,0,0,0,0,0,0,0,
327,-1.285554987,36.84216825,0,0,0,0,1,0,0,0,0,0,0,0,
328,-1.309598265,36.78607259,0,0,0,0,1,0,0,0,0,0,0,0,
329,-1.265057347,36.85518166,0,0,0,0,1,0,0,0,0,0,0,0,
330,-1.310767864,36.88983896,0,0,0,0,1,0,0,0,0,0,0,0,
331,-1.309432577,36.88984117,0,0,0,0,1,0,0,0,0,0,0,0,
332,-1.262893537,36.85383852,0,0,0,0,1,0,0,0,0,0,0,0,
333,-1.315487407,36.88225878,0,0,0,0,1,0,0,0,0,0,0,0,
334,-1.262904176,36.85312875,0,0,0,0,1,0,0,0,0,0,0,0,
335,-1.29373518,36.86226521,0,0,0,0,1,0,0,0,0,0,0,0,
336,-1.265017532,36.84523414,0,0,0,0,1,0,0,0,0,0,0,0,
337,-1.260606979,36.91090292,0,0,0,0,1,0,0,0,0,0,0,0,
338,-1.265106904,36.84148605,0,0,0,0,1,0,0,0,0,0,0,0,
339,-1.293617708,36.87237041,0,0,0,0,1,0,0,0,0,0,0,0,
340,-1.267263459,36.83685021,0,0,0,0,1,0,0,0,0,0,0,0,
341,-1.282397577,36.74535722,0,0,0,0,1,0,0,0,0,0,0,0,
342,-1.307271572,36.78871455,0,0,0,0,1,0,0,0,0,0,0,0,
343,-1.25639209,36.86927443,0,0,0,0,1,0,0,0,0,0,0,0,
344,-1.338686668,36.66734752,0,0,0,0,1,0,0,0,0,0,0,0,
345,-1.29514269,36.7983148,0,0,0,0,1,0,0,0,0,0,0,0,
346,-1.293913356,36.86165015,0,0,0,0,1,0,0,0,0,0,0,0,
347,-1.220313017,36.89471615,0,0,0,0,1,0,0,0,0,0,0,0,
